periods,bus 1,bus 2,bus 3,bus 4,bus 5,bus 6,bus 7,bus 8,bus 9,bus 10,bus 11,bus 12,bus 13,bus 14,bus 15,bus 16,bus 17,bus 18,bus 19,bus 20,bus 21,bus 22,bus 23,bus 24,bus 25,bus 26,bus 27,bus 28,bus 29,bus 30,bus 31,bus 32,bus 33,bus 34,bus 35,bus 36,bus 37,bus 38,bus 39,bus 40,bus 41,bus 42,bus 43,bus 44,bus 45,bus 46,bus 47,bus 48,bus 49,bus 50,bus 51,bus 52,bus 53,bus 54,bus 55,bus 56,bus 57,bus 58,bus 59,bus 60,bus 61,bus 62,bus 63,bus 64,bus 65,bus 66,bus 67,bus 68,bus 69,bus 70,bus 71,bus 72,bus 73,bus 74,bus 75,bus 76,bus 77,bus 78,bus 79,bus 80,bus 81,bus 82,bus 83,bus 84,bus 85,bus 86,bus 87,bus 88,bus 89,bus 90,bus 91,bus 92,bus 93,bus 94,bus 95,bus 96,bus 97,bus 98,bus 99,bus 100,bus 101,bus 102,bus 103,bus 104,bus 105,bus 106,bus 107,bus 108,bus 109,bus 110,bus 111,bus 112,bus 113,bus 114,bus 115,bus 116,bus 117,bus 118,bus 119,bus 120
11.0,18.177,18.694,17.955,17.971,18.658,17.268,18.061,18.737,18.653,17.942,18.182,22.7,18.464,17.89,18.41,18.538,17.896,18.509,18.597,18.02,18.474,18.548,18.539,16.351,19.236,18.424,18.516,18.65,19.553,18.146,18.29,17.634,13.782,18.311,19.248,18.557,18.549,18.367,18.517,18.546,18.844,18.331,18.608,18.54,18.776,17.847,18.385,18.715,18.087,18.536,18.517,17.507,18.539,18.474,21.488,20.529,24.465,25.324,16.46,17.879,19.338,18.16,19.459,19.986,21.202,24.748,17.583,17.797,17.712,17.458,0.0,18.234,17.216,17.786,22.847,21.953,17.761,17.522,24.49,29.872,18.918,17.495,18.913,17.172,18.947,17.603,18.916,18.184,18.918,18.9,18.917,18.941,18.938,18.915,18.963,18.907,18.927,18.913,18.723,18.863,18.92,18.914,18.887,18.923,18.93,18.921,17.587,17.558,18.906,18.772,18.973,18.676,18.692,18.724,18.739,18.671,18.702,18.659,18.804,19.114
12.0,18.153,18.621,17.932,17.947,18.586,17.268,18.038,18.662,18.581,17.918,18.158,22.876,18.402,17.856,18.35,18.473,17.854,18.445,18.528,17.981,18.412,18.483,18.474,16.318,19.191,18.353,18.451,18.589,19.513,18.1,18.237,17.615,13.748,18.252,19.204,18.491,18.483,18.306,18.453,18.48,18.797,18.275,18.547,18.476,18.693,17.822,18.324,18.668,18.041,18.47,18.453,17.455,18.474,18.411,21.448,20.499,24.43,25.29,16.463,17.879,19.24,18.158,19.377,19.916,21.163,24.712,17.59,17.798,17.725,17.464,0.0,18.226,17.221,17.802,22.815,21.923,17.761,17.527,24.455,29.831,18.792,17.495,18.785,17.172,18.822,17.607,18.79,17.913,18.791,18.771,18.79,18.819,18.816,18.787,18.841,18.78,18.801,18.786,18.569,18.729,18.793,18.785,18.755,18.798,18.818,18.795,17.615,17.575,18.777,18.628,18.859,18.613,18.624,18.663,18.654,18.671,18.626,18.586,18.784,19.019
13.0,18.13,18.55,17.909,17.924,18.516,17.268,18.017,18.589,18.512,17.895,18.135,23.045,18.342,17.824,18.292,18.41,17.813,18.384,18.461,17.942,18.351,18.419,18.411,16.286,19.148,18.284,18.389,18.53,19.473,18.055,18.185,17.597,13.715,18.195,19.161,18.427,18.419,18.248,18.391,18.416,18.752,18.221,18.487,18.413,18.613,17.798,18.265,18.624,17.997,18.407,18.391,17.405,18.41,18.35,21.41,20.469,24.397,25.257,16.466,17.879,19.146,18.157,19.299,19.848,21.127,24.678,17.597,17.8,17.738,17.469,0.0,18.219,17.227,17.818,22.785,21.893,17.761,17.532,24.421,29.791,18.67,17.496,18.661,17.172,18.702,17.61,18.668,17.651,18.669,18.646,18.668,18.7,18.698,18.664,18.723,18.657,18.68,18.663,18.419,18.601,18.671,18.66,18.629,18.677,18.71,18.674,17.641,17.59,18.654,18.488,18.749,18.552,18.558,18.604,18.573,18.671,18.552,18.516,18.766,18.927
14.0,18.297,18.603,18.091,18.106,18.576,17.537,18.194,18.634,18.572,18.078,18.301,23.832,18.429,17.99,18.385,18.489,17.942,18.47,18.53,18.089,18.437,18.495,18.488,16.41,19.219,18.386,18.468,18.6,19.543,18.184,18.293,17.804,13.8,18.298,19.231,18.502,18.495,18.347,18.471,18.493,18.814,18.325,18.559,18.491,18.727,17.963,18.363,18.7,18.125,18.494,18.472,17.492,18.487,18.437,21.466,20.541,24.477,25.342,16.526,17.94,19.152,18.22,19.301,19.864,21.179,24.764,17.665,17.854,17.826,17.536,0.0,18.28,17.292,17.902,22.858,21.962,17.823,17.598,24.502,29.896,18.67,17.414,18.66,17.047,18.702,17.546,18.668,17.613,18.669,18.644,18.668,18.702,18.701,18.663,18.724,18.656,18.68,18.663,18.406,18.598,18.671,18.658,18.626,18.678,18.722,18.674,17.581,17.533,18.653,18.48,18.756,18.619,18.62,18.671,18.619,18.671,18.608,18.577,18.786,18.942
15.0,18.384,18.521,18.25,18.26,18.521,17.919,18.319,18.532,18.521,18.241,18.387,23.832,18.419,18.138,18.389,18.467,17.995,18.462,18.498,18.198,18.426,18.466,18.462,16.468,19.242,18.403,18.441,18.592,19.569,18.257,18.323,18.042,13.834,18.313,19.252,18.471,18.467,18.357,18.452,18.467,18.822,18.348,18.546,18.469,18.741,18.07,18.369,18.724,18.189,18.486,18.454,17.515,18.459,18.427,21.5,20.579,24.522,25.39,16.566,17.984,19.163,18.263,19.322,19.888,21.207,24.811,17.709,17.898,17.872,17.579,0.0,18.321,17.335,17.947,22.9,22.003,17.866,17.642,24.547,29.954,18.67,17.476,18.66,17.116,18.703,17.607,18.668,17.579,18.669,18.644,18.668,18.702,18.701,18.663,18.725,18.656,18.68,18.663,18.402,18.596,18.671,18.658,18.626,18.678,18.72,18.674,17.649,17.597,18.653,18.477,18.756,18.611,18.609,18.671,18.601,18.671,18.587,18.546,18.79,18.945
16.0,18.562,18.99,18.349,18.364,18.952,17.718,18.452,19.029,18.947,18.335,18.567,23.832,18.789,18.269,18.741,18.853,18.251,18.835,18.899,18.387,18.799,18.862,18.854,16.676,19.499,18.803,18.833,18.933,19.815,18.5,18.63,18.042,14.036,18.658,19.508,18.87,18.862,18.713,18.836,18.859,19.082,18.667,18.897,18.854,19.204,18.227,18.727,18.993,18.441,18.87,18.837,17.814,18.854,18.798,21.73,20.793,24.768,25.641,16.674,18.106,19.508,18.391,19.626,20.172,21.421,25.063,17.816,18.015,17.971,17.688,0.0,18.463,17.442,18.039,23.127,22.221,17.988,17.752,24.795,30.255,19.082,17.548,19.075,17.172,19.111,17.679,19.08,18.297,19.081,19.062,19.081,19.108,19.106,19.078,19.129,19.071,19.091,19.076,18.869,19.023,19.084,19.075,19.047,19.088,19.113,19.086,17.667,17.642,19.069,18.926,19.146,18.954,18.963,18.997,18.992,18.671,18.97,18.943,18.888,19.287
17.0,18.981,20.004,18.574,18.602,19.873,17.268,18.764,20.112,19.855,18.55,18.99,23.836,19.589,18.555,19.506,19.685,18.822,19.643,19.749,18.799,19.607,19.72,19.703,17.15,20.098,19.684,19.683,19.661,20.405,19.029,19.295,18.039,14.498,19.414,20.103,19.734,19.715,19.489,19.666,19.705,19.656,19.358,19.649,19.687,20.219,18.591,19.507,19.616,18.994,19.703,19.665,18.489,19.709,19.603,22.312,21.37,25.439,26.34,17.126,18.6,20.102,18.893,20.223,20.763,21.942,25.753,18.296,18.514,18.439,18.166,0.0,18.966,17.913,18.513,23.756,22.824,18.478,18.232,25.47,31.086,19.69,18.165,19.683,17.818,19.718,18.285,19.688,18.903,19.69,19.67,19.689,19.718,19.717,19.686,19.737,19.679,19.699,19.684,19.474,19.631,19.692,19.682,19.655,19.696,19.74,19.694,18.269,18.239,19.677,19.533,19.753,19.678,19.691,19.686,19.742,18.671,19.738,19.77,19.098,19.853
18.0,18.985,20.011,18.578,18.605,19.88,17.268,18.768,20.119,19.862,18.553,18.994,23.836,19.596,18.558,19.512,19.691,18.827,19.65,19.755,18.803,19.613,19.726,19.709,17.154,20.103,19.691,19.69,19.666,20.41,19.034,19.301,18.042,14.502,19.42,20.108,19.74,19.721,19.496,19.673,19.711,19.66,19.363,19.655,19.693,20.227,18.595,19.514,19.621,18.999,19.71,19.671,18.494,19.715,19.609,22.317,21.375,25.444,26.346,17.13,18.604,20.107,18.897,20.228,20.768,21.947,25.758,18.3,18.518,18.443,18.17,0.0,18.97,17.917,18.517,23.761,22.829,18.482,18.236,25.476,31.093,19.695,18.17,19.688,17.824,19.723,18.29,19.693,18.908,19.695,19.675,19.694,19.723,19.722,19.691,19.742,19.684,19.704,19.689,19.479,19.636,19.697,19.687,19.66,19.701,19.745,19.699,18.274,18.244,19.682,19.538,19.758,19.684,19.696,19.692,19.748,18.671,19.744,19.776,19.099,19.858
19.0,18.985,20.011,18.578,18.605,19.88,17.268,18.768,20.119,19.862,18.553,18.994,23.836,19.596,18.558,19.512,19.691,18.827,19.65,19.755,18.803,19.613,19.726,19.709,17.154,20.103,19.691,19.69,19.666,20.41,19.034,19.301,18.042,14.502,19.42,20.108,19.74,19.721,19.496,19.673,19.711,19.66,19.363,19.655,19.693,20.227,18.595,19.514,19.621,18.999,19.71,19.671,18.494,19.715,19.609,22.317,21.375,25.444,26.346,17.13,18.604,20.107,18.897,20.228,20.768,21.947,25.758,18.3,18.518,18.443,18.17,0.0,18.97,17.917,18.517,23.761,22.829,18.482,18.236,25.476,31.093,19.695,18.17,19.688,17.824,19.723,18.29,19.693,18.908,19.695,19.675,19.694,19.723,19.722,19.691,19.742,19.684,19.704,19.689,19.479,19.636,19.697,19.687,19.66,19.701,19.745,19.699,18.274,18.244,19.682,19.538,19.758,19.684,19.696,19.692,19.748,18.671,19.744,19.776,19.099,19.858
20.0,19.038,20.02,18.601,18.631,19.881,17.251,18.808,20.133,19.863,18.574,19.047,24.78,19.601,18.563,19.517,19.694,18.849,19.651,19.754,18.81,19.618,19.731,19.714,17.179,20.085,19.678,19.697,19.659,20.391,19.04,19.307,18.042,14.507,19.425,20.091,19.745,19.725,19.499,19.677,19.715,19.649,19.369,19.652,19.696,20.21,18.634,19.518,19.605,19.011,19.71,19.675,18.485,19.72,19.614,22.274,21.35,25.411,26.312,17.112,18.58,20.012,18.873,20.124,20.681,21.914,25.727,18.287,18.484,18.454,18.155,0.0,18.945,17.902,18.523,23.728,22.796,18.459,18.221,25.443,31.056,19.594,17.951,19.585,17.547,19.622,18.097,19.593,18.753,19.593,19.571,19.592,19.624,19.625,19.588,19.643,19.582,19.603,19.588,19.357,19.53,19.595,19.582,19.555,19.601,19.661,19.598,18.084,18.059,19.579,19.426,19.668,19.673,19.679,19.677,19.714,18.671,19.723,19.766,19.092,19.783
21.0,18.178,19.131,18.024,18.032,19.095,17.268,18.08,19.18,19.09,18.017,18.182,18.341,18.842,18.069,18.775,18.936,18.101,18.909,19.022,18.241,18.858,18.95,18.938,16.496,19.63,18.938,18.902,19.048,19.948,18.411,18.606,17.724,14.005,18.676,19.635,18.962,18.951,18.746,18.911,18.947,19.19,18.661,18.999,18.938,19.373,17.891,18.764,19.109,18.34,18.954,18.912,17.9,18.937,18.856,21.991,20.948,24.973,25.849,16.779,18.253,20.083,18.536,20.249,20.697,21.624,25.254,17.898,18.216,17.908,17.777,0.0,18.616,17.538,18.009,23.332,22.425,18.126,17.845,24.997,30.479,19.702,18.828,19.705,18.792,19.731,18.816,19.696,19.215,19.701,19.695,19.7,19.711,19.703,19.704,19.736,19.692,19.711,19.697,19.6,19.665,19.703,19.714,19.686,19.701,19.637,19.703,18.777,18.728,19.693,19.607,19.7,19.09,19.136,19.138,19.272,18.671,19.181,19.11,18.947,19.749
22.0,17.977,18.811,17.871,17.876,18.792,17.268,17.905,18.846,18.789,17.867,17.98,18.104,18.57,17.909,18.513,18.656,17.88,18.639,18.734,18.054,18.586,18.665,18.655,16.3,19.363,18.684,18.62,18.774,19.677,18.199,18.364,17.626,13.828,18.423,19.367,18.675,18.667,18.489,18.632,18.664,18.921,18.413,18.722,18.657,19.113,17.707,18.505,18.851,18.123,18.683,18.635,17.661,18.652,18.585,21.694,20.668,24.638,25.504,16.556,18.01,19.807,18.29,19.972,20.415,21.328,24.917,17.66,17.974,17.672,17.541,0.0,18.368,17.305,17.77,23.02,22.124,17.885,17.608,24.662,30.073,19.429,18.576,19.433,18.539,19.458,18.563,19.424,18.954,19.429,19.423,19.428,19.439,19.43,19.432,19.464,19.42,19.439,19.425,19.331,19.394,19.431,19.442,19.415,19.429,19.363,19.43,18.525,18.477,19.421,19.338,19.426,18.815,18.859,18.867,18.99,18.394,18.899,18.821,18.671,19.473
23.0,17.672,18.31,17.635,17.636,18.332,17.268,17.637,18.318,18.335,17.635,17.673,17.814,18.136,17.651,18.087,18.218,17.518,18.2,18.296,17.752,18.148,18.216,18.209,15.989,19.057,18.129,18.17,18.441,19.379,17.857,17.976,17.469,13.544,17.98,19.069,18.224,18.221,18.038,18.191,18.221,18.671,18.016,18.361,18.221,18.448,17.423,18.057,18.515,17.769,18.222,18.193,17.263,18.204,18.148,21.404,20.366,24.293,25.14,16.306,17.739,19.477,18.015,19.651,20.105,21.104,24.556,17.391,17.702,17.4,17.275,0.0,18.097,17.042,17.496,22.695,21.813,17.617,17.342,24.314,29.637,19.069,18.277,19.075,18.239,19.1,18.26,19.062,18.63,19.068,19.065,19.067,19.073,19.061,19.073,19.102,19.06,19.078,19.064,18.99,19.036,19.07,19.087,19.058,19.067,18.951,19.069,18.224,18.179,19.061,18.985,19.057,18.487,18.615,18.543,18.589,18.671,18.533,18.413,18.752,19.162
24.0,17.549,18.123,17.543,17.541,18.156,17.268,17.53,18.122,18.16,17.545,17.55,17.694,17.977,17.554,17.931,18.059,17.38,18.044,18.125,17.64,17.987,18.051,18.045,15.865,18.898,17.928,18.005,18.34,19.221,17.73,17.832,17.409,13.427,17.818,18.916,18.057,18.056,17.874,18.03,18.057,18.548,17.87,18.239,18.063,18.219,17.31,17.894,18.354,17.637,18.057,18.032,17.1,18.039,17.989,21.205,20.195,24.087,24.928,16.182,17.603,19.147,17.876,19.362,19.84,20.932,24.349,17.261,17.567,17.273,17.145,0.0,17.953,16.914,17.37,22.5,21.625,17.481,17.211,24.108,29.387,18.67,18.146,18.677,18.118,18.706,18.123,18.662,18.106,18.669,18.666,18.668,18.673,18.656,18.675,18.707,18.659,18.68,18.664,18.585,18.633,18.671,18.692,18.658,18.667,18.509,18.67,18.119,18.062,18.661,18.575,18.657,18.386,18.643,18.422,18.343,18.671,18.381,18.251,18.695,18.83
